finding,severity,target,remediation,tools_used,cvss,signature,novel
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 14.5.1 HTTP API:3000,Parameterize the login query and add server-side input validation plus regression tests for SQL metacharacters in credentials.,,9.8,"T1190, T1110",no
Password change does not require current password and is exposed via GET,high,OWASP Juice Shop 14.5.1 password-change route:3000,"Require POST with CSRF protection, validate the current password, and never place passwords in URL query parameters.",,8.1,"T1539, T1110",no
FTP Extension Filter Bypass Exposes Blocked Backup and Debug Artifacts,medium,OWASP Juice Shop 14.5.1 /ftp artifact download route:3000,"Canonicalize and validate decoded paths before serving files, reject NUL/double-encoded path sequences, and store sensitive backups outside the web root.",,6.5,"T1190, T1083",no
Unauthenticated Prometheus Metrics Exposure,low,OWASP Juice Shop 14.5.1 /metrics endpoint:3000,Restrict /metrics to authenticated administrators or monitoring networks and avoid exposing sensitive labels.,,3.7,T1592,no
JWT RS256-to-HS256 algorithm confusion via exposed RSA public key,critical,OWASP Juice Shop 14.5.1 REST API and B2B API:3000,"Pin JWT verification to RS256 only, reject all HS* algorithms for RSA-issued tokens, and remove or tightly scope public key exposure.",,9.1,"T1190, T1550.001",no
Password Change Does Not Require Current Password,medium,OWASP Juice Shop 14.5.1 user password change endpoint:3000,"Require the current password, verify it server-side, and consider step-up authentication for password changes.",,6.5,"T1098, T1078",no
Stored API-only XSS in product description via admin product update,high,OWASP Juice Shop 14.5.1 product API / Angular catalogue:3000,Sanitize product fields server-side and render them as text or through a strict HTML sanitizer; also fix the admin-auth SQLi primitive.,,8.0,"T1190, T1059.007",no
Unsigned JWT accepted for admin API access,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,Whitelist the expected JWT algorithm and reject unsigned tokens before claims are trusted.,,9.8,"T1552, T1134",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 on Node.js/Express:3000,"Use parameterized ORM queries for login, validate email input, and never build SQL using string concatenation.",,9.8,"T1190, T1078",no
JWT Signature Validation Bypass via alg=none and HS256/RS256 Confusion,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,"Pin accepted JWT algorithms, reject alg=none, separate HS and RS verification keys, and rotate tokens after fixing validation.",,9.8,"T1606, T1078",no
Cross-Account Basket IDOR,high,OWASP Juice Shop 14.5.1 basket API:3000,Bind basket lookups to the authenticated user's ID and return 403/404 for objects not owned by the requester.,,8.1,T1190,no
Password Change Does Not Require Current Password,high,OWASP Juice Shop 14.5.1 change-password route:3000,"Require and verify the current password before changing credentials, move secrets out of URL parameters, and invalidate existing sessions after password changes.",,8.0,T1078,no
Pre-Authentication Security Question Enumeration,medium,OWASP Juice Shop 14.5.1 account recovery:3000,Do not disclose per-account recovery questions pre-authentication; use generic responses and out-of-band recovery verification.,,5.3,T1589,no
JWT alg=none acceptance allows forged admin API token,critical,OWASP Juice Shop 14.5.1 JWT-protected API:3000,"Pin accepted JWT algorithms to RS256, reject alg=none, and add tests comparing no-auth/bad-token/unsigned-token behavior on protected routes.",,9.1,"T1606, T1550",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 14.5.1 jsonwebtoken/express-jwt authentication:3000,"Pin JWT verification to RS256 with RSA key-type validation, reject all HMAC algorithms for RSA tokens, and upgrade JWT middleware.",,9.8,"T1606, T1190",no
JWT RS256-to-HS256 algorithm confusion with exposed public key,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,Whitelist the expected JWT algorithm and remove public-key material from web-accessible routes if the verifier can be confused into treating it as an HMAC secret.,,9.8,"T1552, T1134",no
Exposed encryption key directory leaks premium feature key and JWT public key,medium,OWASP Juice Shop 14.5.1 Express static /encryptionkeys directory:3000,"Remove /encryptionkeys from public static serving, rotate exposed keys, and store cryptographic material in a secret manager outside the web root.",,6.5,"T1552, T1005",no
Exposed Encryption Keys Enable JWT Algorithm Confusion Admin Forgery,critical,OWASP Juice Shop JWT authorization / /encryptionkeys static directory:3000,"Remove /encryptionkeys from public access, rotate JWT keys, and pin JWT verification to the intended asymmetric algorithm only.",,9.8,"T1552, T1550, T1606",no
Unauthenticated Cryptographic Key Directory Exposure,high,OWASP Juice Shop 14.5.1 /encryptionkeys static directory:3000,"Remove key files from web-accessible paths, disable directory indexing, rotate exposed secrets, and store keys in a secret manager.",,7.5,"T1552.001, T1083",no
Exposed premium key enables free Deluxe membership upgrade,high,OWASP Juice Shop 14.5.1 Deluxe membership API:3000,"Remove /encryptionkeys/ public listing, rotate premium.key, and validate Deluxe coupon redemption server-side with expiry and single-use semantics.",,7.5,"T1552.001, T1190",no
Basket IDOR/BOLA permits cross-user basket access,high,OWASP Juice Shop 14.5.1 /rest/basket API:3000,Check basket ownership against the authenticated user's id for every basket read/update/checkout operation.,,8.1,"T1190, T1078",no
JWT RS256-to-HS256 Algorithm Confusion Enables Admin Token Forgery,critical,OWASP Juice Shop 14.5.1 JWT authorization middleware:3000,"Pin accepted JWT algorithms to RS256 only, reject HS256/none tokens for RSA keys, update JWT libraries, and rotate exposed keys.",,9.8,"T1190, T1550.001, T1078",no
Authentication bypass via SQL injection in login email,critical,OWASP Juice Shop 14.5.1 /rest/user/login:3000,Parameterize the login query and require password verification for the selected account before issuing JWTs.,,9.8,"T1190, T1078",no
NoSQL/JavaScript Injection in Track Order Discloses Other Orders,high,OWASP Juice Shop 14.5.1 MarsDB DocumentMatcher order tracking:3000,"Treat order IDs as opaque strings, validate format, and never compile path parameters into JavaScript/MarsDB matcher expressions.",,8.1,"T1190, T1087",no
SQL Injection in Product Search Allows UNION Row Injection,high,OWASP Juice Shop 14.5.1 product search:3000,Use parameterized SQL/ORM query bindings for search terms and suppress verbose SQL error pages in production.,,8.1,"T1190, T1059",no
Authenticated Cross-User Basket IDOR,high,OWASP Juice Shop 14.5.1 basket API:3000,Authorize basket access by comparing the requested basket's UserId with the authenticated user's id before returning data.,,7.5,"T1190, T1087",no
Low-Privilege JWT Can Retrieve Full Authentication Details Dataset Including Admin Tokens,critical,OWASP Juice Shop 14.5.1 authentication details API:3000,Enforce object-level authorization and filter by the requested email; never return tokens or sensitive authentication metadata in bulk to ordinary users.,,9.1,"T1190, T1552",no
FTP extension filter bypass exposes blocked backup/code artifacts,medium,OWASP Juice Shop 14.5.1 / Express static file service:3000,"Normalize/decode paths before validation, reject null-byte encodings, and enforce allowlisted extensions on the canonical filesystem path.",,6.5,"T1190, T1083",no
Unauthenticated key material disclosure under /encryptionkeys/,high,OWASP Juice Shop 14.5.1 / Express static directory:3000,"Move keys outside the web root, disable directory indexing, and rotate any disclosed secrets/keys.",,7.5,"T1552.001, T1190",no
Broken Object-Level Authorization Leaks Authentication Details for All Users,high,OWASP Juice Shop 14.5.1 authentication details API:3000,Enforce object-level authorization on the requested email/user ID and never return all authentication records to non-admin users.,,8.1,"T1190, T1087",no
Broken object-level authorization on basket retrieval,high,OWASP Juice Shop 14.5.1 basket API:3000,Enforce object ownership checks on basket retrieval and add tests that user 2 cannot read user 1's basket.,,8.1,"T1190, T1530",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 14.5.1 Node.js/Express API:3000,"Pin accepted JWT algorithms to RS256, reject HS* tokens for RSA-authenticated sessions, and stop exposing key material from /encryptionkeys.",,9.1,"T1606, T1190",no
JWT alg=none authentication bypass,critical,OWASP Juice Shop API on 10.10.0.21:3000,Disable alg=none and verify all JWTs with a fixed server-side algorithm allowlist.,,9.8,"T1190, T1552",no
JWT RSA/HMAC algorithm confusion via exposed public key,critical,OWASP Juice Shop API on 10.10.0.21:3000,Pin JWT verification to RS256 only and never reuse RSA public key bytes as an HMAC secret.,,9.8,"T1190, T1552",no
Unauthenticated exposure of premium cryptographic key material,medium,OWASP Juice Shop static key endpoint on 10.10.0.21:3000,"Remove the exposed key file, rotate the premium key, and prevent secret material from being served statically.",,6.5,T1552.001,no
Any authenticated user can dump global authentication details,high,OWASP Juice Shop 14.5.1 /rest/user/authentication-details API:3000,"Restrict authentication-details to admins or the caller's own account, and minimize sensitive fields returned.",,8.1,"T1190, T1078",no
B2B API accepts unsigned alg=none JWTs,critical,OWASP Juice Shop 14.5.1 /b2b/v2/orders JWT middleware:3000,Configure JWT verification to reject alg=none and require RS256 signatures from a trusted key only.,,9.1,"T1190, T1550",no
Broken Object-Level Authorization Allows Cross-User Basket Access,high,OWASP Juice Shop 14.5.1 basket API:3000,Enforce object ownership on basket IDs server-side and return 403 when a non-admin user requests another user's basket.,,8.1,"T1190, T1087",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 HTTP API:3000,Use parameterized queries/ORM bind parameters for login and reject SQL metacharacter payloads only as defense-in-depth.,,9.8,"T1190, T1059",no
JWT Verification Bypass via alg=none and RS256-to-HS256 Confusion,critical,OWASP Juice Shop 14.5.1 JWT authorization:3000,"Disable alg=none, pin the expected algorithm to RS256, do not use RSA public keys as HMAC secrets, and remove exposed key files from web roots.",,9.8,"T1190, T1552.001, T1606",no
Password Change Does Not Require Current Password,high,OWASP Juice Shop 14.5.1 account management API:3000,"Require the current password, use POST with CSRF protection, and invalidate existing sessions after password changes.",,8.1,"T1539, T1098",no
XML External Entity File Read in File Upload,high,OWASP Juice Shop 14.5.1 file upload XML parser:3000,"Disable DTD/external entity resolution, enable nonet/noent-safe parser options, and reject XML uploads containing DOCTYPE/ENTITY declarations.",,8.6,"T1190, T1005",no
FTP Download Extension Filter Bypass via Double-Encoded Null Byte,medium,OWASP Juice Shop 14.5.1 /ftp file server:3000,"Canonicalize and validate filenames after full decoding, reject null bytes, and allowlist exact safe extensions before serving files.",,6.5,"T1190, T1083",no
SQL Injection in Product Search UNION Query,high,OWASP Juice Shop 14.5.1 product search API:3000,Replace raw string-concatenated SQL with parameterized queries or ORM operators for all search parameters.,,8.8,"T1190, T1505.003",no
Basket IDOR/BOLA Allows Cross-User Basket Read,medium,OWASP Juice Shop 14.5.1 basket API:3000,Enforce object ownership checks on every basket lookup and return 404/403 when the basket UserId does not match the authenticated user.,,6.5,"T1190, T1530",no
XML External Entity (XXE) in XML file upload discloses local files,high,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Disable DTD/external entity resolution, reject XML DOCTYPE/entity declarations, and avoid reflecting parsed XML in error responses.",,7.5,"T1190, T1005",no
