finding,severity,target,remediation,tools_used,cvss,signature,novel
WebGoat PathTraversal Profile Upload Allows Directory Escape via fullName,medium,OWASP WebGoat 2025.3 PathTraversal lesson / Spring Boot on Apache Tomcat 10.1.36,Do not concatenate user-controlled profile fields into filesystem paths; normalize/canonicalize the destination and reject path separators or '..'.,,6.5,T1190,no
JWT kid header SQL injection enables forged Tom deletion token,high,OWASP WebGoat 2025.3 JWTHeaderKIDEndpoint / Spring Boot on Apache Tomcat 10.1.36,Parameterize/allowlist JWT kid key lookup and never trust header-controlled SQL or key material.,,8.1,"T1190, T1550.001",no
Authenticated XXE Endpoint Provides Loopback Port-Scanning Oracle,medium,OWASP WebGoat 2025.3 XXE lesson on Apache Tomcat 10.1.36,Disable DTDs/external entities in all XML parsers and reject XML payloads containing DOCTYPE declarations.,,6.5,"T1190, T1046",no
JWT JKU header trusts attacker-hosted JWKS via WebWolf file upload,high,OWASP WebGoat 2025.3 JWTHeaderJKUEndpoint + OWASP WebWolf file hosting / Apache Tomcat 10.1.36,Disable arbitrary JKU fetching and pin JWT verification keys to a trusted allowlist.,,8.1,"T1550.001, T1190",no
JWT kid Header SQL Injection Enables Forged Token Acceptance,high,OWASP WebGoat 2025.3 JWT KID lesson / Spring Boot on Apache Tomcat 10.1.36 with HSQLDB:8080,"Parameterize kid lookups, allowlist key IDs, and never let JWT headers influence SQL or key material directly.",,8.1,"T1550.001, T1190",no
IDOR Exposes Other Users' WebGoat Profile Data,medium,OWASP WebGoat 2025.3 IDOR lesson / Spring Boot on Apache Tomcat 10.1.36,Bind object access to the authenticated principal and enforce authorization on every object ID request.,,6.5,"T1190, T1078.003",no
WebWolf File Upload Accepts CSRF Multipart POST Without Token,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Enable CSRF tokens for WebWolf state-changing routes and set SameSite on WEBWOLFSESSION.,,6.1,"T1539, T1204",no
WebGoat JWT KID Header SQL Injection Enables Forged Tom Token,high,OWASP WebGoat 2025.3 JWT KID lesson / Spring Boot on Apache Tomcat 10.1.36 with HSQLDB:8080,"Parameterize the KID key lookup, strictly validate kid syntax, and pin accepted algorithms/key IDs to server-side configuration.",,8.1,"T1190, T1059.007, T1550.001",no
WebGoat IDOR Allows Direct Access to Another User's Profile,medium,OWASP WebGoat 2025.3 IDOR lesson / Spring Boot on Apache Tomcat 10.1.36,Enforce object-level authorization on /IDOR/profile/{userId}; do not rely on obscurity of sequential/internal IDs.,,6.5,"T1190, T1087.001",no
Authenticated Path Traversal in WebGoat Profile Upload fullName,high,OWASP WebGoat 2025.3 PathTraversal lesson / Spring Boot on Apache Tomcat:8080,"Canonicalize and normalize upload destinations, reject path separators/dot segments in user-controlled fields, and ensure resolved paths stay under the intended per-user base directory.",,8.1,"T1190, T1105",no
Unauthenticated Spring Boot Actuator Metadata Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to the minimum required endpoints and require authenticated administrative access; disable detailed health/env/configprops output in production.,,5.3,"T1082, T1590.004, T1552.002",no
Weak Hard-Coded HMAC Secret Allows Forged JWT Voting Tokens,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat:8080,"Remove hard-coded JWT secrets, rotate the signing key, use strong server-side key management, and reject client-supplied privilege claims unless derived server-side.",,8.1,"T1552.001, T1606, T1550.001",no
Weak HS512 JWT Secret Allows Forged Admin access_token in WebGoat JWT Voting Lesson,high,OWASP WebGoat 2025.3 JWT Lesson API on Spring Boot / Apache Tomcat 10.1.36,"Replace the hard-coded HMAC secret with a high-entropy environment-managed key, rotate existing tokens, and do not trust client-controlled admin claims for authorization.",,8.1,"T1550.003, T1606",no
Authenticated lesson JavaScript discloses hardcoded JWT refresh password,medium,OWASP WebGoat 2025.3 JWT Refresh Lesson / Spring Boot on Apache Tomcat:8080,Remove hardcoded credentials from client-side JavaScript and validate token issuance server-side against per-user secrets or the authenticated session.,,6.5,"T1552.001, T1528",no
Unsigned alg=none JWTs Accepted by WebGoat JWT Voting Endpoint,high,OWASP WebGoat 2025.3 JWT Lesson API on Spring Boot / Apache Tomcat 10.1.36,"Reject `alg=none`, enforce a fixed server-side JWT algorithm allow-list, and verify every token signature before trusting claims.",,8.1,"T1550.001, T1606",no
JWT alg=none Accepted for Voting Authorization,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat:8080,"Disable alg=none/unsecured JWT parsing, pin accepted algorithms server-side, and verify signatures before trusting authorization claims.",,8.1,"T1606, T1550.001",no
Missing Function-Level Access Control on Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 MissingFunctionAC lesson / Spring Boot on Apache Tomcat:8080,Apply server-side authorization and lesson-state checks to hidden endpoints; do not rely on UI hiding as access control.,,6.5,"T1190, T1078.003",no
WebGoat Authentication and JWT Cookies Transmitted Over Cleartext HTTP Without Secure/SameSite Attributes,medium,OWASP WebGoat/WebWolf Spring Boot on Apache Tomcat 10.1.36,"Enable HTTPS for WebGoat/WebWolf, redirect all HTTP to HTTPS, and set session/JWT cookies with Secure and SameSite attributes.",,6.5,"T1539, T1550.004",no
Authenticated Error Responses Disclose Full Java Stack Traces,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat:8080,Disable stack traces/messages in production error responses and handle invalid parameters with sanitized 400 responses.,,5.3,"T1082, T1592.002",no
Client-disclosed WebGoat profile upload path traversal sink,medium,OWASP WebGoat 2025.3 Path Traversal Lesson / Spring Boot on Apache Tomcat:8080,"Canonicalize and allowlist all path components used for upload destinations, reject ../ and absolute paths, and store uploads outside executable/static roots.",,6.5,"T1190, T1083",no
Reflected DOM XSS via PathTraversal Upload Feedback Rendered with jQuery .html(),medium,OWASP WebGoat 2025.3 PathTraversal lesson UI / Spring Boot + jQuery:8080,Encode user-controlled values in feedback/output and replace jQuery .html() rendering with .text() or a sanitizer such as DOMPurify with a strict policy.,,6.1,"T1059.007, T1185",no
Authenticated XML External Entity parser in WebGoat XXE lesson,high,OWASP WebGoat 2025.3 XXE Lesson / Spring Boot on Apache Tomcat:8080,Disable DTDs and external entity resolution in XML parsers and avoid parsing attacker-controlled XML where JSON or a safe schema is sufficient.,,8.1,"T1190, T1005",no
Unauthenticated Spring Boot Actuator Discovery Index Exposes Management Endpoints,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict Actuator endpoints to authenticated administrators and expose only health/info externally.,,5.3,"T1590.004, T1082",no
Unauthenticated Actuator Health Leaks Database and Filesystem Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable detailed health output for unauthenticated users and protect non-public health groups.,,5.3,"T1082, T1590.004",no
Unauthenticated Actuator Env Exposes Sensitive Configuration Keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable /actuator/env externally or require administrative authentication.,,6.5,"T1082, T1552.002",no
Unauthenticated Actuator ConfigProps Exposes Spring Binding Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable /actuator/configprops externally or require administrative authentication.,,5.3,"T1082, T1590.004",no
WebGoat Session Identifier Leaked in URL-Rewritten Redirect and Cookie Missing Secure/SameSite,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Disable URL-based session tracking and set Secure, HttpOnly, and SameSite on session cookies over HTTPS.",,5.4,"T1539, T1550.004",no
WebWolf Session Cookie Missing Secure and SameSite Flags,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and set Secure and SameSite attributes on WEBWOLFSESSION.,,5.0,"T1539, T1550.004",no
Authenticated WebGoat Error Responses Disclose Full Java Stack Traces,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,Disable stack traces in error responses and return generic production error pages.,,5.3,T1082,no
Missing Function-Level Access Control on Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,Enforce server-side authorization and lesson-state checks on hidden functionality.,,6.5,"T1190, T1078.003",no
JWT Votes Endpoint Accepts Unsigned alg=none Admin Token,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Reject alg=none and pin allowed JWT algorithms in server-side verification.,,8.1,"T1550.001, T1606",no
JWT Votes Endpoint Uses Hard-Coded HMAC Secret 'victory',high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, use strong environment-managed keys, and rotate existing tokens.",,8.1,"T1550.001, T1606",no
JWT KID Header SQL Injection Allows Attacker-Chosen Verification Key,high,OWASP WebGoat 2025.3 JWTHeaderKIDEndpoint / Spring Boot on Apache Tomcat 10.1.36 with HSQLDB:8080,Use parameterized SQL for KID lookup and validate kid against a strict allow-list.,,8.6,"T1190, T1059.007, T1550.001",no
JWT JKU Header Trusts Attacker-Controlled JWKS Hosted on WebWolf,high,OWASP WebGoat 2025.3 JWTHeaderJKUEndpoint + WebWolf file hosting:8080,Do not fetch JWKS from token-supplied URLs; pin trusted issuers and JWKS endpoints.,,8.1,"T1550.001, T1606",no
IDOR Allows Access to Another User's Profile,medium,OWASP WebGoat 2025.3 IDOR Lesson / Spring Boot on Apache Tomcat 10.1.36,Enforce object ownership checks on profile IDs and avoid exposing predictable identifiers.,,6.5,"T1190, T1078.003",no
Server-Side Request Forgery in WebGoat SSRF Task2 Fetches External URL,medium,OWASP WebGoat 2025.3 SSRF Lesson / Spring Boot on Apache Tomcat 10.1.36,"Apply strict URL allow-lists, block private/loopback destinations, and restrict server egress.",,6.5,"T1190, T1090",no
Path Traversal in WebGoat Profile Upload and Zip Slip Processing,high,OWASP WebGoat 2025.3 PathTraversal Lesson / Spring Boot on Apache Tomcat 10.1.36,Normalize and constrain all upload paths to an allowed directory; reject traversal in filenames and ZIP entries.,,8.1,"T1190, T1083",no
Public WebWolf Third-Party Source Maps Expose Client-Side Source Tree,low,OWASP WebWolf / WebJars jQuery 3.7.1 and Bootstrap 5.3.3 on Apache Tomcat 10.1.36,Remove source maps from production or restrict them to authenticated development environments.,,3.7,T1590.002,no
Unsigned alg=none JWT Accepted by WebGoat JWT Refresh Checkout Endpoint,high,OWASP WebGoat 2025.3 JWT Refresh Endpoint on Spring Boot / Apache Tomcat 10.1.36,"Reject unsigned JWTs, enforce signature verification for Bearer tokens, and bind refresh checkout authorization to server-side session/account state.",,8.1,"T1550.001, T1606",no
JWT JKU Header Trust Allows Attacker-Hosted JWKS Signature Bypass,high,OWASP WebGoat 2025.3 JWTHeaderJKUEndpoint on Spring Boot / Apache Tomcat 10.1.36,Do not trust client-controlled `jku`; pin JWT verification keys or strictly allow-list HTTPS JWKS origins and validate issuer/audience/kid.,,8.1,"T1550.001, T1606",no
JWT alg=none acceptance allows forged admin access_token in WebGoat JWT voting endpoint,medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Pin a strong server-side signing algorithm/key and reject alg=none/unsigned JWTs for authorization decisions.,,6.5,"T1550.001, T1606",no
Weak hard-coded JWT HMAC secret enables forged admin HS512 access_token,medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Replace the hard-coded HMAC secret with a rotated high-entropy secret stored in a secret manager and reject tokens signed with legacy keys.,,6.5,"T1550.003, T1606",no
JSESSIONID leaked in URL-rewritten redirect and issued without Secure/SameSite flags,medium,OWASP WebGoat 2025.3 Spring Security on Apache Tomcat 10.1.36,Disable URL-based session tracking and set Secure plus SameSite on session cookies behind HTTPS.,,5.4,"T1539, T1550.004",no
WebWolf session cookie lacks Secure and SameSite attributes,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf over HTTPS and set Secure plus SameSite=Lax/Strict on WEBWOLFSESSION.,,5.4,"T1539, T1550.004",no
WebGoat URL-Rewritten JSESSIONID Disclosure and Missing Secure/SameSite Cookie Attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Disable URL session tracking and set Secure/SameSite on session cookies behind HTTPS.,,5.4,"T1539, T1550.004",no
WebWolf URL-Rewritten Session Disclosure and Missing Secure/SameSite Cookie Attributes,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Disable URL session tracking and set Secure/SameSite session-cookie attributes behind HTTPS.,,5.4,"T1539, T1550.004",no
Unauthenticated Spring Boot Actuator Health/Env/ConfigProps Expose Backend Topology Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator endpoints to authenticated administrators on a management network and disable env/configprops exposure.,,5.3,"T1082, T1590.004, T1552.002",no
WebGoat Serves Obsolete Vulnerable Client-Side Libraries,low,OWASP WebGoat 2025.3 static client assets / Spring Boot on Apache Tomcat 10.1.36,Remove intentionally vulnerable legacy client libraries from production builds and upgrade jQuery/jQuery UI/Bootstrap to supported patched versions.,,3.7,"CVE-2015-9251, CVE-2019-11358, CVE-2021-41182",no
Authenticated WebGoat Helper API Discloses Assignment Endpoint Map,medium,OWASP WebGoat 2025.3 MVC helper APIs / Spring Boot on Apache Tomcat 10.1.36,Scope helper metadata APIs to the current lesson/page and avoid returning a global assignment path map to ordinary users.,,5.3,"T1083, T1592.002",no
