finding,severity,target,remediation,tools_used,cvss,signature,novel
Unsigned JWT alg=none Accepted for Administrator Authorization,critical,OWASP Juice Shop 14.5.1 / express-jwt/jsonwebtoken JWT middleware:3000,"Disable alg=none, pin accepted algorithms server-side, and upgrade vulnerable JWT middleware/dependencies.",,9.8,"T1190, T1606",no
Stored XSS token-exfiltration payload persisted in product catalog,high,OWASP Juice Shop product catalog API/UI:3000,Sanitize stored product descriptions on input and render descriptions with contextual output encoding instead of raw HTML.,,8.0,"T1190, T1059.007, T1528",no
Unauthenticated Web3 NFT listener control endpoint,medium,OWASP Juice Shop Web3 REST endpoints:3000,Require authenticated authorization for Web3 listener creation/status endpoints and make listener creation idempotent/rate-limited.,,5.3,T1190,no
JWT alg=none token forgery enables lateral admin access to adjacent Juice Shop instance,critical,OWASP Juice Shop 14.5.1 on 10.10.0.21:3000,"Disable alg=none, enforce an explicit JWT algorithm allowlist plus issuer/audience validation, and rotate signing material.",,9.1,"T1550.001, T1190",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 14.5.1,Replace string-concatenated login SQL with parameterized queries/ORM predicates and validate the password for the returned account.,,9.8,"T1190, T1078",no
JWT accepts unsigned alg=none administrator tokens,critical,OWASP Juice Shop 14.5.1 JWT authorization:3000,Configure JWT verification to require RS256 signatures only and explicitly reject alg=none tokens.,,9.8,"T1606.001, T1190",no
JWT RS256 to HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop 14.5.1 JWT authorization:3000,"Pin JWT verification to RS256 only, never allow HS algorithms for RSA-key-backed tokens, and keep /encryptionkeys/ directory listing disabled.",,9.8,"T1606.001, T1190",no
Exposed cryptographic key directory leaks JWT public key and premium key,high,OWASP Juice Shop 14.5.1 / Node.js app:3000,Remove /encryptionkeys from public routing and rotate any exposed keys/secrets.,,7.5,T1552.001,no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop JWT authorization using express-jwt 0.1.3,"Upgrade express-jwt/jsonwebtoken, pin accepted algorithms to RS256 only, never use asymmetric public keys as HMAC secrets, and rotate exposed JWT keys.",,9.8,T1606,no
Unsigned JWT alg=none accepted for administrator API access,critical,OWASP Juice Shop JWT authorization using express-jwt 0.1.3,Explicitly reject alg=none and configure JWT verification to allow only the intended signing algorithm.,,9.8,T1606,no
SQL injection authentication bypass returns admin JWT,critical,OWASP Juice Shop login API:3000,Use parameterized queries or ORM predicates for login lookups and never concatenate request JSON into SQL.,,9.8,T1190,no
Exposed package backup discloses vulnerable server dependencies,medium,OWASP Juice Shop exposed /ftp backup artifacts:3000,Remove backup/source files from web-accessible directories and restrict /ftp downloads to intended public files only.,,5.3,T1592.002,no
UNION SQL Injection in Product Search Exfiltrates User Password Hashes,critical,OWASP Juice Shop 14.5.1 / product search API:3000,"Use parameterized queries for search, escape LIKE wildcards, and enforce least-privilege DB access so product search cannot read Users.",,9.1,"T1190, T1005",no
Cross-Instance JWT Trust Allows Lateral Admin API Access,high,OWASP Juice Shop 14.5.1 on 10.10.0.20 and 10.10.0.21,Rotate per-instance JWT keys and enforce issuer/audience claims so tokens from one deployment cannot authenticate to another.,,8.8,"T1550, T1606",no
Admin API Allows Persistent Stored XSS in Product Description,high,OWASP Juice Shop 14.5.1 / Products API and SPA product rendering:3000,"Sanitize/encode product descriptions before storage and rendering, restrict who can edit products, and deploy a strict CSP that blocks inline JavaScript.",,8.1,"T1190, T1059.007",no
Unauthenticated Mass Assignment Creates Administrator Accounts,critical,OWASP Juice Shop 14.5.1 / Users API:3000,Whitelist registration fields server-side and force role assignment to a non-privileged default; require admin authorization for any role changes.,,9.8,"T1190, T1098",no
Weak textbook RSA encryption allows recovery of confidential announcement,medium,OWASP Juice Shop public /ftp encrypted artifacts:3000,Never use textbook RSA or deterministic per-byte encryption; use authenticated encryption/hybrid encryption and do not publish encryption tooling or keys.,,5.3,"T1588, T1552",no
B2B Order API Accepts Forged JWT and Creates Orders,high,OWASP Juice Shop 14.5.1 / NextGen B2B API:3000,"Fix JWT verification globally, require issuer/audience checks on B2B tokens, and validate order request bodies server-side.",,8.1,"T1190, T1606",no
FTP Extension Filter Bypass Exposes Backup Dependency Manifests,medium,OWASP Juice Shop 14.5.1 / public FTP file server:3000,Canonicalize/decode the requested path before policy checks and replace suffix-based filtering with an explicit allowlist of downloadable files.,,6.5,"T1190, T1083",no
Unauthenticated Exposure of KeePass Incident Support Database,high,OWASP Juice Shop 20.0.0 / public FTP file server:3000,"Remove the KDBX file from the public web root, rotate any credentials stored in it, and require authenticated, audited access for incident-response artifacts.",,7.5,"T1552.001, T1005",no
Authentication Details Endpoint Discloses All User Auth Metadata After Admin Bypass,high,OWASP Juice Shop 20.0.0 / authentication details API:3000,"Minimize returned fields, remove password/TOTP columns from list APIs, and require a narrow privileged scope plus audit logging.",,8.1,"T1190, T1087",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 / Express login API:3000,Replace string-built SQL with parameterized ORM queries/prepared statements and reject invalid credentials before token issuance.,,9.8,"T1190, T1059",no
JWT Algorithm Confusion Allows Administrator Token Forgery,critical,OWASP Juice Shop 20.0.0 JWT authentication (Express/Node.js):3000,"Pin JWT verification to RS256 only (or migrate to a single safe algorithm), reject alg header changes, and never allow public keys to be used as HMAC secrets.",,9.8,"T1190, T1552",no
Basket IDOR Allows Low-Privilege Users to Read Other Users' Baskets,high,OWASP Juice Shop 20.0.0 / basket REST API:3000,Bind basket queries to the authenticated user's ID and return 404/403 for baskets owned by other users.,,8.1,"T1190, T1087",no
Missing role-based access control exposes global user records to any customer,high,OWASP Juice Shop 20.0.0 user APIs:3000,"Require an administrator role for global user enumeration/authentication-detail endpoints, or scope responses to the authenticated user only.",,8.1,"T1078, T1087.004",no
JWT RS256-to-HS256 algorithm confusion enables admin token forgery,critical,OWASP Juice Shop-style Node/Express API on 10.10.0.20:3000,Pin accepted JWT algorithms to RS256 only and never allow symmetric HS* verification with an asymmetric public key.,,9.8,"T1190, T1550.001",no
Double-Encoded Null Byte Bypasses FTP File Extension Filter,medium,OWASP Juice Shop 20.0.0 /ftp static download route:3000,"Reject encoded null bytes before decoding, normalize filenames with path.basename/path.resolve, and enforce extension allow-lists after canonicalization.",,5.3,"T1083, T1005",no
Unauthenticated SQL Injection Login Bypass to Admin,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Use parameterized ORM queries/prepared statements for login lookup and never concatenate user input into SQL.,,9.8,"T1190, T1078",no
JWT RS256-to-HS256 Algorithm Confusion Enables Token Forgery,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,Pin JWT verification to the expected asymmetric algorithm and reject all HMAC algorithms for RSA-key tokens.,,9.8,"T1606, T1552",no
Product Search SQL Injection Exposes Full Product Dataset,high,OWASP Juice Shop 20.0.0 product search API:3000,Replace raw SQL string construction in search with parameterized queries and safely escape LIKE wildcards.,,8.1,T1190,no
Sensitive Backup and Artifact Disclosure via FTP Null-Byte Extension Bypass,high,OWASP Juice Shop 20.0.0 /ftp file server:3000,"Canonicalize and validate decoded filenames once, reject null bytes/encoded nulls, and use an allowlist on the final normalized extension.",,8.6,"T1083, T1552",no
Unauthenticated KeePass Database Download from Public FTP,high,OWASP Juice Shop 20.0.0 /ftp file server:3000,Remove credential containers from web-accessible paths and require authentication/authorization for any support artifacts.,,8.2,"T1552, T1005",no
Weak Default Admin Credential admin@juice-sh.op:admin123,high,OWASP Juice Shop 20.0.0 authentication:3000,"Rotate the admin password, remove default credentials, enforce strong passwords, and require MFA for administrator accounts.",,8.8,"T1078, T1110",no
Admin Token Grants Full User Enumeration via /api/Users,high,OWASP Juice Shop 20.0.0 REST API:3000,"Restrict user listing to authorized admin workflows, minimize returned fields, and add pagination/auditing.",,8.2,"T1087, T1005",no
Stored JavaScript Payload in Product Description with No CSP Mitigation,high,OWASP Juice Shop 20.0.0 product catalog / Angular SPA:3000,Sanitize stored product descriptions before persistence/rendering and deploy a restrictive CSP that blocks inline script execution.,,8.0,"T1059.007, T1539",no
Unauthenticated Prometheus Metrics Expose Application and Runtime Telemetry,medium,OWASP Juice Shop 20.0.0 /metrics:3000,Require authentication or internal-network access for metrics endpoints and avoid exposing runtime telemetry publicly.,,5.3,T1592,no
Verbose Express Error Pages Disclose Internal Paths and Framework Internals,medium,OWASP Juice Shop 20.0.0 / Express ^4.22.1,Disable development error handlers in production and return generic error responses while logging details server-side.,,5.3,T1592,no
Public Swagger/OpenAPI Documentation for Bearer-Protected B2B API,low,OWASP Juice Shop 20.0.0 Swagger UI / NextGen B2B API v2.0.0,Disable public API documentation in production or require authenticated developer/admin access.,,3.7,T1595,no
XML External Entity File Read via Deprecated File Upload,critical,OWASP Juice Shop 20.0.0 / file-upload B2B complaint parser:3000,"Disable DTD/external entity resolution in XML parsers, reject XML uploads on deprecated paths before parsing, and remove verbose error reflection of parsed upload content.",,9.1,"T1190, T1005",no
Broken Function-Level Authorization Lets Customer Read Admin User and Authentication Metadata APIs,critical,OWASP Juice Shop 20.0.0 / Users and authentication-details APIs:3000,"Add server-side RBAC checks requiring admin role for user-list and authentication-detail endpoints, and minimize returned sensitive fields.",,9.1,"T1190, T1087",no
SQL injection authentication bypass yields administrator JWT,critical,OWASP Juice Shop 20.0.0 Node/Express authentication API:3000,Replace dynamic SQL string concatenation in the login flow with parameterized queries and add authentication bypass regression tests.,,9.8,"T1190, T1078",no
Unsigned JWT Accepted on Adjacent Juice Shop Enables Lateral Admin API Access,high,OWASP Juice Shop / Express on 10.10.0.21,Pin JWT verification algorithms server-side and reject unsigned tokens; rotate signing keys and invalidate existing tokens.,,8.1,"T1550.001, T1190",no
JWT signature bypass via alg=none accepted,critical,OWASP Juice Shop 20.0.0 / Node.js Express on 10.10.0.20:3000,"Pin accepted JWT algorithms server-side, disable alg=none, and never trust the token header to select verification behavior.",,9.8,"T1190, T1552",no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop 20.0.0 / Node.js Express on 10.10.0.20:3000,"Pin JWT algorithms to RS256 for RSA keys, reject symmetric algorithms for asymmetric issuers, rotate keys, and remove unnecessary public key exposure if not required.",,9.8,"T1190, T1552",no
Unauthenticated mass assignment creates administrator accounts,critical,OWASP Juice Shop 20.0.0 Node/Express API on 10.10.0.20:3000,Use server-side field allowlists and assign role/customer privileges server-side; never bind role/isAdmin from public registration input.,,9.1,"T1190, T1136.003",no
